序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,301363,美好医疗,6.56,11.53,336.68,2025年1季度股票投资明细
2,300181,佐力药业,6.4,19.86,328.48,2025年1季度股票投资明细
3,688076,诺泰生物,6.18,5.38,317.54,2025年1季度股票投资明细
4,688278,特宝生物,5.9,3.89,303.08,2025年1季度股票投资明细
5,688212,澳华内镜,5.62,6.77,288.62,2025年1季度股票投资明细
6,688050,爱博医疗,5.61,2.94,288.1,2025年1季度股票投资明细
7,688617,惠泰医疗,5.09,0.68,261.62,2025年1季度股票投资明细
8,300705,九典制药,4.01,11.61,205.73,2025年1季度股票投资明细
9,300685,艾德生物,3.59,8.23,184.35,2025年1季度股票投资明细
10,000661,长春高新,3.58,1.88,183.86,2025年1季度股票投资明细
11,688212,澳华内镜,6.08,6.42,314.48,2025年2季度股票投资明细
12,688617,惠泰医疗,6.05,1.05,312.53,2025年2季度股票投资明细
13,301363,美好医疗,6.03,17.67,311.7,2025年2季度股票投资明细
14,688278,特宝生物,5.94,4.25,306.78,2025年2季度股票投资明细
15,300181,佐力药业,5.77,17.21,298.25,2025年2季度股票投资明细
16,301033,迈普医学,4.8,4.13,248.05,2025年2季度股票投资明细
17,688076,ST诺泰,4.59,6.38,237.35,2025年2季度股票投资明细
18,603087,甘李药业,4.14,3.91,214.19,2025年2季度股票投资明细
19,000661,长春高新,4.09,2.13,211.25,2025年2季度股票投资明细
20,600276,恒瑞医药,3.88,3.86,200.54,2025年2季度股票投资明细
21,301080,百普赛斯,3.46,2.5,178.83,2025年2季度股票投资明细
22,688016,心脉医疗,3.3,1.93,170.45,2025年2季度股票投资明细
23,688755,汉邦科技,3.25,3.59,167.84,2025年2季度股票投资明细
24,688656,浩欧博,3.05,1.16,157.73,2025年2季度股票投资明细
25,300705,九典制药,2.73,9.06,141.06,2025年2季度股票投资明细
26,603520,司太立,2.63,13.88,136.02,2025年2季度股票投资明细
27,300685,艾德生物,2.45,5.87,126.38,2025年2季度股票投资明细
28,301345,涛涛车业,2.13,1.02,110.26,2025年2季度股票投资明细
29,688690,纳微科技,2.09,4.73,108.1,2025年2季度股票投资明细
30,688606,奥泰生物,2.09,1.6,107.85,2025年2季度股票投资明细
31,688050,爱博医疗,2.07,1.55,106.77,2025年2季度股票投资明细
32,000566,海南海药,2.05,17.99,105.78,2025年2季度股票投资明细
33,301498,乖宝宠物,1.67,0.79,86.4,2025年2季度股票投资明细
34,300896,爱美客,1.65,0.49,85.31,2025年2季度股票投资明细
35,688136,科兴制药,1.34,1.82,69.5,2025年2季度股票投资明细
36,600867,通化东宝,0.98,6.19,50.76,2025年2季度股票投资明细
37,000423,东阿阿胶,0.98,0.97,50.73,2025年2季度股票投资明细
38,002727,一心堂,0.9,2.86,46.73,2025年2季度股票投资明细
39,603309,维力医疗,0.81,3.28,41.72,2025年2季度股票投资明细
40,301101,明月镜片,0.56,0.59,28.88,2025年2季度股票投资明细
41,002384,东山精密,0.53,0.72,27.19,2025年2季度股票投资明细
42,688266,泽璟制药,0.45,0.22,23.4,2025年2季度股票投资明细
43,688356,键凯科技,0.32,0.23,16.3,2025年2季度股票投资明细
44,000513,丽珠集团,0.29,0.42,15.14,2025年2季度股票投资明细
45,688108,赛诺医疗,0.21,0.95,10.71,2025年2季度股票投资明细
46,688382,益方生物,0.21,0.32,10.64,2025年2季度股票投资明细
47,688197,首药控股,0.2,0.28,10.13,2025年2季度股票投资明细
48,601021,春秋航空,0.19,0.18,10.02,2025年2季度股票投资明细
49,000888,峨眉山A,0.0,0.01,0.14,2025年2季度股票投资明细
50,600276,恒瑞医药,5.65,4.4,315.11,2025年3季度股票投资明细
51,688617,惠泰医疗,5.47,0.96,305.39,2025年3季度股票投资明细
52,688278,特宝生物,5.36,3.56,299.24,2025年3季度股票投资明细
53,688212,澳华内镜,4.75,5.12,264.95,2025年3季度股票投资明细
54,002294,信立泰,4.64,4.29,258.9,2025年3季度股票投资明细
55,000661,长春高新,4.54,1.95,253.5,2025年3季度股票投资明细
56,300181,佐力药业,4.53,14.19,252.58,2025年3季度股票投资明细
57,603087,甘李药业,4.23,3.11,236.05,2025年3季度股票投资明细
58,301033,迈普医学,3.93,3.04,219.31,2025年3季度股票投资明细
59,300685,艾德生物,3.89,9.44,217.12,2025年3季度股票投资明细
