序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,000651,格力电器,8.24,74.71,3396.32,2025年1季度股票投资明细
2,603279,景津装备,7.04,167.87,2900.79,2025年1季度股票投资明细
3,00939,建设银行,6.61,428.8,2722.48,2025年1季度股票投资明细
4,01398,工商银行,6.51,524.6,2682.01,2025年1季度股票投资明细
5,600036,招商银行,5.9,56.17,2431.6,2025年1季度股票投资明细
6,01288,农业银行,4.77,455.3,1966.37,2025年1季度股票投资明细
7,01898,中煤能源,4.61,259.6,1899.76,2025年1季度股票投资明细
8,03618,重庆农村商业银行,4.54,384.3,1872.52,2025年1季度股票投资明细
9,601668,中国建筑,4.53,355.18,1868.25,2025年1季度股票投资明细
10,00883,中国海洋石油,4.41,106.3,1816.75,2025年1季度股票投资明细
11,601077,渝农商行,3.71,251.63,1529.91,2025年1季度股票投资明细
12,601939,建设银行,1.26,58.69,518.28,2025年1季度股票投资明细
13,000651,格力电器,8.13,71.69,3220.31,2025年2季度股票投资明细
14,00939,建设银行,7.77,426.3,3079.01,2025年2季度股票投资明细
15,01398,工商银行,7.35,513.6,2913.31,2025年2季度股票投资明细
16,600036,招商银行,5.98,51.61,2371.48,2025年2季度股票投资明细
17,603279,景津装备,5.65,149.93,2238.45,2025年2季度股票投资明细
18,01898,中煤能源,5.56,266.0,2202.61,2025年2季度股票投资明细
19,601668,中国建筑,5.3,363.84,2099.36,2025年2季度股票投资明细
20,03618,重庆农村商业银行,5.26,344.8,2084.74,2025年2季度股票投资明细
21,01288,农业银行,5.11,396.6,2025.4,2025年2季度股票投资明细
22,00883,中国海洋石油,4.31,105.7,1708.09,2025年2季度股票投资明细
23,601077,渝农商行,3.94,218.81,1562.3,2025年2季度股票投资明细
24,000786,北新建材,3.79,56.68,1500.89,2025年2季度股票投资明细
25,600690,海尔智家,3.71,59.39,1471.68,2025年2季度股票投资明细
26,00700,腾讯控股,3.66,3.16,1449.53,2025年2季度股票投资明细
27,002128,电投能源,3.2,64.19,1269.68,2025年2季度股票投资明细
28,600582,天地科技,3.0,198.28,1187.7,2025年2季度股票投资明细
29,03808,中国重汽,2.37,44.9,937.68,2025年2季度股票投资明细
30,601117,中国化学,2.2,113.65,871.7,2025年2季度股票投资明细
31,601825,沪农商行,2.03,83.12,806.26,2025年2季度股票投资明细
32,02386,中石化炼化工程,1.9,138.25,753.94,2025年2季度股票投资明细
33,601838,成都银行,1.48,29.24,587.72,2025年2季度股票投资明细
34,603100,川仪股份,0.85,16.27,335.65,2025年2季度股票投资明细
35,002142,宁波银行,0.51,7.32,200.28,2025年2季度股票投资明细
36,601898,中煤能源,0.14,4.95,54.15,2025年2季度股票投资明细
37,600710,苏美达,0.1,4.26,40.94,2025年2季度股票投资明细
38,301458,钧崴电子,0.01,0.07,2.39,2025年2季度股票投资明细
39,301275,汉朔科技,0.01,0.04,2.08,2025年2季度股票投资明细
40,301678,新恒汇,0.0,0.04,1.7,2025年2季度股票投资明细
41,301602,超研股份,0.0,0.07,1.63,2025年2季度股票投资明细
42,301479,弘景光电,0.0,0.02,1.42,2025年2季度股票投资明细
43,603072,天和磁材,0.0,0.02,1.23,2025年2季度股票投资明细
44,301662,宏工科技,0.0,0.01,1.18,2025年2季度股票投资明细
45,301590,优优绿能,0.0,0.01,1.02,2025年2季度股票投资明细
46,603049,中策橡胶,0.0,0.02,0.8,2025年2季度股票投资明细
47,603014,威高血净,0.0,0.02,0.67,2025年2季度股票投资明细
48,301636,泽润新能,0.0,0.01,0.61,2025年2季度股票投资明细
49,301595,太力科技,0.0,0.02,0.57,2025年2季度股票投资明细
50,301560,众捷汽车,0.0,0.02,0.52,2025年2季度股票投资明细
51,603271,永杰新材,0.0,0.01,0.44,2025年2季度股票投资明细
52,001390,古麒绒材,0.0,0.02,0.32,2025年2季度股票投资明细
53,603400,华之杰,0.0,0.01,0.25,2025年2季度股票投资明细
54,603120,肯特催化,0.0,0.01,0.22,2025年2季度股票投资明细
55,00939,建设银行,7.94,401.2,2739.83,2025年3季度股票投资明细
56,000651,格力电器,7.32,63.62,2526.99,2025年3季度股票投资明细
57,01398,工商银行,7.01,461.7,2419.54,2025年3季度股票投资明细
58,01898,中煤能源,5.84,237.7,2016.07,2025年3季度股票投资明细
59,600036,招商银行,5.75,49.08,1983.33,2025年3季度股票投资明细
60,603279,景津装备,5.69,122.46,1964.25,2025年3季度股票投资明细
61,00700,腾讯控股,5.24,2.99,1809.86,2025年3季度股票投资明细
62,601668,中国建筑,5.21,329.95,1798.23,2025年3季度股票投资明细
63,03618,重庆农村商业银行,4.84,304.7,1671.89,2025年3季度股票投资明细
64,01288,农业银行,4.84,348.7,1671.37,2025年3季度股票投资明细
65,601077,渝农商行,4.18,218.84,1442.16,2025年3季度股票投资明细
