序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,002475,立讯精密,9.22,50.44,2062.49,2025年1季度股票投资明细
2,601668,中国建筑,8.09,344.05,1809.7,2025年1季度股票投资明细
3,000786,北新建材,7.73,59.44,1729.7,2025年1季度股票投资明细
4,001979,招商蛇口,6.46,157.76,1446.66,2025年1季度股票投资明细
5,600019,宝钢股份,6.24,193.89,1395.99,2025年1季度股票投资明细
6,000932,华菱钢铁,5.84,262.26,1306.05,2025年1季度股票投资明细
7,600801,华新水泥,5.67,91.36,1268.08,2025年1季度股票投资明细
8,002241,歌尔股份,5.19,44.45,1161.92,2025年1季度股票投资明细
9,600383,金地集团,4.96,245.66,1110.38,2025年1季度股票投资明细
10,600422,昆药集团,4.94,64.18,1105.18,2025年1季度股票投资明细
11,002475,立讯精密,9.87,51.0,1769.19,2025年2季度股票投资明细
12,300274,阳光电源,9.83,26.0,1762.02,2025年2季度股票投资明细
13,000786,北新建材,9.43,63.86,1691.01,2025年2季度股票投资明细
14,601668,中国建筑,9.02,280.2,1616.75,2025年2季度股票投资明细
15,002241,歌尔股份,6.9,53.03,1236.66,2025年2季度股票投资明细
16,601111,中国国航,6.37,144.83,1142.71,2025年2季度股票投资明细
17,300759,康龙化成,6.17,45.05,1105.53,2025年2季度股票投资明细
18,600801,华新水泥,6.03,91.36,1081.7,2025年2季度股票投资明细
19,300760,迈瑞医疗,5.65,4.51,1013.62,2025年2季度股票投资明细
20,601689,拓普集团,5.51,20.9,987.53,2025年2季度股票投资明细
21,000932,华菱钢铁,5.44,221.59,975.0,2025年2季度股票投资明细
22,600019,宝钢股份,5.13,139.69,920.54,2025年2季度股票投资明细
23,002938,鹏鼎控股,2.59,14.48,463.79,2025年2季度股票投资明细
24,300433,蓝思科技,2.54,20.41,455.14,2025年2季度股票投资明细
25,002273,水晶光电,2.43,21.83,435.95,2025年2季度股票投资明细
26,002241,歌尔股份,8.88,53.03,1988.63,2025年3季度股票投资明细
27,002475,立讯精密,8.75,30.29,1959.46,2025年3季度股票投资明细
28,300274,阳光电源,8.51,11.77,1906.5,2025年3季度股票投资明细
29,002138,顺络电子,8.44,53.76,1890.2,2025年3季度股票投资明细
30,600801,华新水泥,6.59,79.78,1475.93,2025年3季度股票投资明细
31,601111,中国国航,5.11,144.83,1145.61,2025年3季度股票投资明细
32,300408,三环集团,4.98,24.1,1116.55,2025年3季度股票投资明细
33,603986,兆易创新,4.57,4.8,1023.84,2025年3季度股票投资明细
34,600115,中国东航,4.33,233.84,970.44,2025年3季度股票投资明细
35,600309,万华化学,4.32,14.53,967.41,2025年3季度股票投资明细
