序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,600276,恒瑞医药,9.48,370.0,18204.0,2025年1季度股票投资明细
2,688235,百济神州,6.96,56.0,13375.04,2025年1季度股票投资明细
3,603259,药明康德,6.2,176.99,11915.12,2025年1季度股票投资明细
4,688266,泽璟制药,5.09,98.0,9774.52,2025年1季度股票投资明细
5,688271,联影医疗,2.98,48.0,5727.68,2025年1季度股票投资明细
6,300760,迈瑞医疗,2.92,24.0,5616.0,2025年1季度股票投资明细
7,000999,华润三九,2.85,130.0,5474.3,2025年1季度股票投资明细
8,688578,艾力斯,2.58,58.0,4947.4,2025年1季度股票投资明细
9,002422,科伦药业,2.52,150.0,4834.5,2025年1季度股票投资明细
10,600976,健民集团,2.3,98.0,4412.94,2025年1季度股票投资明细
11,600276,恒瑞医药,9.12,305.0,15829.5,2025年2季度股票投资明细
12,002422,科伦药业,5.28,255.0,9159.6,2025年2季度股票投资明细
13,002653,海思科,4.86,199.88,8438.93,2025年2季度股票投资明细
14,603259,药明康德,4.41,110.0,7650.17,2025年2季度股票投资明细
15,300760,迈瑞医疗,4.28,33.0,7416.75,2025年2季度股票投资明细
16,688235,百济神州,3.91,29.0,6775.56,2025年2季度股票投资明细
17,688266,泽璟制药,3.28,53.0,5698.03,2025年2季度股票投资明细
18,002223,鱼跃医疗,3.18,154.99,5517.68,2025年2季度股票投资明细
19,688617,惠泰医疗,3.16,18.47,5485.8,2025年2季度股票投资明细
20,000963,华东医药,2.79,120.0,4843.04,2025年2季度股票投资明细
21,688271,联影医疗,2.62,36.0,4548.88,2025年2季度股票投资明细
22,300765,新诺威,1.79,60.0,3101.4,2025年2季度股票投资明细
23,688578,艾力斯,1.77,33.0,3070.32,2025年2季度股票投资明细
24,000661,长春高新,1.54,27.0,2677.86,2025年2季度股票投资明细
25,301239,普瑞眼科,1.51,67.0,2626.4,2025年2季度股票投资明细
26,300015,爱尔眼科,1.51,210.0,2620.8,2025年2季度股票投资明细
27,301033,迈普医学,1.28,37.0,2222.22,2025年2季度股票投资明细
28,688677,海泰新光,1.19,53.0,2067.53,2025年2季度股票投资明细
29,688278,特宝生物,1.16,28.0,2019.08,2025年2季度股票投资明细
30,688506,百利天恒,1.11,6.5,1924.78,2025年2季度股票投资明细
31,688050,爱博医疗,1.11,28.0,1922.73,2025年2季度股票投资明细
32,688293,奥浦迈,1.09,42.02,1891.45,2025年2季度股票投资明细
33,688085,三友医疗,1.05,95.0,1826.85,2025年2季度股票投资明细
