序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,300760,迈瑞医疗,9.57,3.4,795.6,2025年1季度股票投资明细
2,300015,爱尔眼科,8.17,51.14,679.1,2025年1季度股票投资明细
3,688271,联影医疗,6.65,4.53,552.63,2025年1季度股票投资明细
4,300896,爱美客,3.59,1.66,298.6,2025年1季度股票投资明细
5,300832,新产业,3.02,4.31,251.21,2025年1季度股票投资明细
6,688617,惠泰医疗,2.92,0.63,242.68,2025年1季度股票投资明细
7,002223,鱼跃医疗,2.77,6.6,230.21,2025年1季度股票投资明细
8,002044,美年健康,2.33,34.34,193.68,2025年1季度股票投资明细
9,002432,九安医疗,2.18,4.3,180.77,2025年1季度股票投资明细
10,600529,山东药玻,2.04,7.28,169.92,2025年1季度股票投资明细
11,300760,迈瑞医疗,9.58,3.51,788.87,2025年2季度股票投资明细
12,688271,联影医疗,8.09,5.22,666.18,2025年2季度股票投资明细
13,300015,爱尔眼科,7.52,49.65,619.6,2025年2季度股票投资明细
14,300896,爱美客,3.45,1.62,283.89,2025年2季度股票投资明细
15,688617,惠泰医疗,3.17,0.88,261.24,2025年2季度股票投资明细
16,300832,新产业,2.87,4.16,236.23,2025年2季度股票投资明细
17,002223,鱼跃医疗,2.78,6.42,228.55,2025年2季度股票投资明细
18,300003,乐普医疗,2.34,14.01,193.06,2025年2季度股票投资明细
19,002044,美年健康,2.08,33.32,171.26,2025年2季度股票投资明细
20,600529,山东药玻,1.9,7.06,156.31,2025年2季度股票投资明细
21,600763,通策医疗,1.68,3.34,138.01,2025年2季度股票投资明细
22,300676,华大基因,1.63,2.7,134.38,2025年2季度股票投资明细
23,002432,九安医疗,1.57,3.54,128.96,2025年2季度股票投资明细
24,300677,英科医疗,1.39,4.83,114.33,2025年2季度股票投资明细
25,300529,健帆生物,1.34,5.11,110.22,2025年2季度股票投资明细
26,688301,奕瑞科技,1.3,1.22,107.01,2025年2季度股票投资明细
27,688050,爱博医疗,1.27,1.51,104.2,2025年2季度股票投资明细
28,300888,稳健医疗,1.23,2.46,101.11,2025年2季度股票投资明细
29,688068,热景生物,1.14,0.67,93.89,2025年2季度股票投资明细
30,300049,福瑞股份,1.13,2.86,92.75,2025年2季度股票投资明细
31,600645,中源协和,1.12,3.97,92.1,2025年2季度股票投资明细
32,300595,欧普康视,1.06,5.7,87.11,2025年2季度股票投资明细
33,603882,金域医学,1.03,2.98,85.11,2025年2季度股票投资明细
34,300298,三诺生物,0.99,3.6,81.32,2025年2季度股票投资明细
35,301293,三博脑科,0.97,1.55,79.53,2025年2季度股票投资明细
36,300244,迪安诊断,0.96,5.32,79.27,2025年2季度股票投资明细
37,688029,南微医学,0.96,1.17,78.8,2025年2季度股票投资明细
38,600587,新华医疗,0.95,5.18,78.35,2025年2季度股票投资明细
39,600055,万东医疗,0.95,4.52,78.11,2025年2季度股票投资明细
40,688289,圣湘生物,0.92,3.71,75.91,2025年2季度股票投资明细
41,603658,安图生物,0.83,1.83,68.48,2025年2季度股票投资明细
42,300633,开立医疗,0.83,2.29,68.06,2025年2季度股票投资明细
43,688016,心脉医疗,0.83,0.77,68.06,2025年2季度股票投资明细
44,300482,万孚生物,0.8,3.09,66.06,2025年2季度股票投资明细
45,688139,海尔生物,0.78,2.08,64.14,2025年2季度股票投资明细
46,002030,达安基因,0.77,10.46,63.28,2025年2季度股票投资明细
47,300685,艾德生物,0.77,2.94,63.21,2025年2季度股票投资明细
48,300463,迈克生物,0.66,4.59,54.62,2025年2季度股票投资明细
49,688575,亚辉龙,0.65,3.64,53.13,2025年2季度股票投资明细
50,301267,华厦眼科,0.63,2.72,52.05,2025年2季度股票投资明细
51,002382,蓝帆医疗,0.58,8.58,48.05,2025年2季度股票投资明细
52,002219,新里程,0.58,21.67,47.67,2025年2季度股票投资明细
53,688212,澳华内镜,0.58,0.97,47.53,2025年2季度股票投资明细
54,688277,天智航,0.57,3.38,47.03,2025年2季度股票投资明细
55,300406,九强生物,0.54,3.15,44.57,2025年2季度股票投资明细
56,688198,佰仁医疗,0.52,0.42,43.13,2025年2季度股票投资明细
57,688366,昊海生科,0.5,0.8,40.96,2025年2季度股票投资明细
58,688105,诺唯赞,0.48,1.76,39.9,2025年2季度股票投资明细
59,688108,赛诺医疗,0.48,3.52,39.49,2025年2季度股票投资明细
60,300143,盈康生命,0.46,3.97,38.23,2025年2季度股票投资明细
61,301087,可孚医疗,0.46,1.14,37.85,2025年2季度股票投资明细
62,300206,理邦仪器,0.45,3.1,37.26,2025年2季度股票投资明细
63,300238,冠昊生物,0.44,2.24,36.36,2025年2季度股票投资明细
64,301367,瑞迈特,0.44,0.43,36.16,2025年2季度股票投资明细
65,000710,贝瑞基因,0.44,2.67,36.13,2025年2季度股票投资明细
66,688656,浩欧博,0.43,0.26,35.59,2025年2季度股票投资明细
67,688389,普门科技,0.43,2.74,35.44,2025年2季度股票投资明细
68,688298,东方生物,0.41,1.25,34.08,2025年2季度股票投资明细
69,688677,海泰新光,0.41,0.87,34.02,2025年2季度股票投资明细
70,002022,科华生物,0.41,5.47,33.59,2025年2季度股票投资明细
71,002901,大博医疗,0.4,0.92,33.34,2025年2季度股票投资明细
72,301239,普瑞眼科,0.4,0.83,32.54,2025年2季度股票投资明细
73,301363,美好医疗,0.39,1.82,32.03,2025年2季度股票投资明细
