序号,股票代码,股票名称,占净值比例,持股数,持仓市值,季度
1,09988,阿里巴巴-W,6.98,3.78,446.5,2025年1季度股票投资明细
2,03988,中国银行,5.21,77.0,333.26,2025年1季度股票投资明细
3,01398,工商银行,4.78,59.8,305.73,2025年1季度股票投资明细
4,00939,建设银行,4.78,48.1,305.39,2025年1季度股票投资明细
5,601166,兴业银行,4.5,13.33,287.93,2025年1季度股票投资明细
6,00857,中国石油股份,3.98,43.8,254.24,2025年1季度股票投资明细
7,02318,中国平安,3.78,5.65,241.41,2025年1季度股票投资明细
8,601668,中国建筑,3.62,43.96,231.23,2025年1季度股票投资明细
9,00386,中国石油化工股份,3.05,51.6,195.23,2025年1季度股票投资明细
10,00267,中信股份,2.66,19.2,170.1,2025年1季度股票投资明细
11,09988,阿里巴巴-W,5.62,6.41,641.85,2025年2季度股票投资明细
12,00939,建设银行,5.16,81.5,588.65,2025年2季度股票投资明细
13,01398,工商银行,5.04,101.3,574.61,2025年2季度股票投资明细
14,03988,中国银行,4.75,130.4,542.27,2025年2季度股票投资明细
15,601166,兴业银行,4.67,22.83,532.85,2025年2季度股票投资明细
16,00857,中国石油股份,4.0,74.2,456.75,2025年2季度股票投资明细
17,02318,中国平安,3.82,9.6,436.42,2025年2季度股票投资明细
18,601668,中国建筑,3.81,75.28,434.37,2025年2季度股票投资明细
19,00386,中国石油化工股份,2.87,87.4,327.59,2025年2季度股票投资明细
20,00267,中信股份,2.81,32.6,320.48,2025年2季度股票投资明细
21,01109,华润置地,2.19,10.3,249.86,2025年2季度股票投资明细
22,600000,浦发银行,2.15,17.65,244.98,2025年2季度股票投资明细
23,02628,中国人寿,2.02,13.4,230.23,2025年2季度股票投资明细
24,01288,农业银行,1.97,44.0,224.7,2025年2季度股票投资明细
25,03328,交通银行,1.89,32.4,215.69,2025年2季度股票投资明细
26,600048,保利发展,1.78,25.13,203.55,2025年2季度股票投资明细
27,00688,中国海外发展,1.55,14.2,176.37,2025年2季度股票投资明细
28,601169,北京银行,1.51,25.16,171.83,2025年2季度股票投资明细
29,00762,中国联通,1.4,18.8,159.45,2025年2季度股票投资明细
30,000001,平安银行,1.36,12.86,155.22,2025年2季度股票投资明细
31,601669,中国电建,1.26,29.53,143.81,2025年2季度股票投资明细
32,01919,中远海控,1.15,10.55,131.23,2025年2季度股票投资明细
33,01378,中国宏桥,1.03,7.2,118.06,2025年2季度股票投资明细
34,00998,中信银行,0.91,15.3,104.37,2025年2季度股票投资明细
35,02601,中国太保,0.87,4.04,98.92,2025年2季度股票投资明细
36,601117,中国化学,0.82,12.24,93.88,2025年2季度股票投资明细
37,01800,中国交通建设,0.82,19.9,93.1,2025年2季度股票投资明细
38,01339,中国人民保险集团,0.78,16.3,88.74,2025年2季度股票投资明细
39,01099,国药控股,0.76,5.2,87.16,2025年2季度股票投资明细
40,01171,兖矿能源,0.72,11.6,82.62,2025年2季度股票投资明细
41,600741,华域汽车,0.68,4.4,77.66,2025年2季度股票投资明细
42,00135,昆仑能源,0.66,10.8,75.05,2025年2季度股票投资明细
43,00390,中国中铁,0.63,21.0,72.01,2025年2季度股票投资明细
44,601618,中国中冶,0.6,22.97,68.45,2025年2季度股票投资明细
45,000932,华菱钢铁,0.6,15.5,68.2,2025年2季度股票投资明细
46,600153,建发股份,0.58,6.35,65.85,2025年2季度股票投资明细
47,00914,海螺水泥,0.57,3.6,65.53,2025年2季度股票投资明细
48,600704,物产中大,0.57,12.38,65.24,2025年2季度股票投资明细
49,00960,龙湖集团,0.57,7.65,64.6,2025年2季度股票投资明细
50,00358,江西铜业股份,0.56,4.6,63.93,2025年2季度股票投资明细
51,600015,华夏银行,0.56,8.08,63.91,2025年2季度股票投资明细
52,01658,邮储银行,0.56,12.7,63.47,2025年2季度股票投资明细
53,00902,华能国际电力股份,0.55,13.6,62.76,2025年2季度股票投资明细
54,03311,中国建筑国际,0.55,5.8,62.63,2025年2季度股票投资明细
55,02600,中国铝业,0.55,13.0,62.6,2025年2季度股票投资明细
56,01336,新华保险,0.51,1.48,57.7,2025年2季度股票投资明细
57,601717,中创智领,0.5,3.45,57.34,2025年2季度股票投资明细
58,01898,中煤能源,0.5,6.9,57.14,2025年2季度股票投资明细
59,01766,中国中车,0.5,13.2,57.06,2025年2季度股票投资明细
60,00384,中国燃气,0.49,8.42,56.28,2025年2季度股票投资明细
61,03323,中国建材,0.47,15.8,54.03,2025年2季度股票投资明细
62,00392,北京控股,0.46,1.8,53.02,2025年2季度股票投资明细
63,01186,中国铁建,0.46,10.5,51.99,2025年2季度股票投资明细
64,00148,建滔集团,0.44,2.2,50.36,2025年2季度股票投资明细
